id,reason,timestamp,postal_code
53662,7,1998-07-05 10:30:37,6026
9562,1,2008-10-13 07:46:22,6018
61722,2,1999-08-09 02:30:55,6021
93898,7,2004-07-31 05:01:00,6057
14543,4,2013-02-16 15:32:41,6011
14948,1,2006-06-17 06:57:42,7100
71110,1,2000-02-10 15:27:33,6058
8832,5,1990-09-21 14:22:36,6023
80362,7,1997-01-08 07:50:18,6050
42565,8,2018-01-16 20:10:26,6052
17209,6,2016-06-05 06:07:33,6018
94243,3,2009-09-12 18:14:53,6035
28433,3,2015-05-30 16:56:37,6047
29768,5,2011-11-18 19:45:38,6031
65033,8,1991-10-20 21:10:18,6060
76139,8,2011-04-23 22:53:41,6047
57465,5,2011-03-13 13:43:31,6050
25404,4,2004-07-27 07:34:41,6026
17747,2,2005-03-27 20:49:48,6010
24917,1,2010-08-10 21:02:21,6056
16935,5,1998-08-27 20:40:13,6030
94347,1,2005-09-09 20:43:00,6051
59588,6,1993-08-06 18:25:02,6042
34547,2,1998-01-24 22:55:24,6050
18791,2,2017-02-10 18:09:42,6012
39223,6,1998-04-08 13:01:22,6021
95270,1,2019-02-02 03:44:40,6056
81870,2,2008-11-06 18:10:54,6030
43489,6,2008-09-22 02:50:47,6037
84522,3,2013-12-03 06:00:09,6045
62518,5,2000-05-12 19:55:07,7103
33814,5,1994-09-21 20:54:42,6020
56748,1,1991-06-07 10:39:51,6058
89783,5,2015-02-01 00:05:23,6052
51921,3,1996-03-07 05:13:31,6022
2488,7,2010-12-17 12:27:18,6040
45504,1,1998-01-24 05:21:16,6052
61585,4,2010-09-29 01:02:56,6053
11185,5,1996-02-09 20:03:52,6018
8796,4,2007-11-22 13:54:35,6017
23419,4,1998-07-26 18:46:37,6046
93654,4,2002-01-02 09:15:59,6021
67426,1,2005-02-28 16:43:18,6047
21937,8,2016-06-14 11:00:21,6030
72215,7,1993-12-02 04:48:33,6030
86634,3,2008-06-15 11:38:05,7100
28331,3,2003-04-23 13:02:46,6042
77870,4,2010-05-29 19:01:21,6027
95949,7,2019-08-29 19:13:54,6057
23264,2,2007-04-06 00:07:18,6012
81139,4,2017-10-10 23:43:05,7103
57609,6,2001-12-19 16:03:23,6052
44754,5,1998-05-28 11:08:05,6021
98344,3,1994-07-08 00:52:37,6046
73777,2,2013-10-16 17:08:45,6055
40972,6,2012-09-25 13:27:43,6053
95573,6,1994-07-18 04:41:17,7104
84308,7,1998-11-28 19:38:30,6016
48420,3,1999-01-29 21:29:49,6043
84918,3,2009-02-25 07:52:41,6042
43499,6,2008-07-07 12:37:25,6010
44620,2,2013-03-24 19:44:00,6021
47857,2,2009-12-13 23:29:45,6012
82768,6,2018-09-27 03:34:45,6027
58209,6,2009-05-22 23:02:02,6056
98962,5,2004-10-21 02:24:11,7103
54425,1,1997-09-03 14:42:06,6021
83398,3,2010-06-04 00:39:22,6045
40022,7,2006-11-04 12:47:59,6030
33310,6,1995-09-24 22:50:20,6023
43707,8,1995-07-24 12:59:44,7104
24110,8,2010-07-24 07:47:17,6013
40411,1,2002-03-04 14:25:45,6035
66789,5,2011-03-11 01:45:44,6053
21770,6,2003-08-28 01:52:09,6020
52201,7,1992-06-01 13:00:21,6019
45672,1,2015-01-18 01:04:48,6031
52678,7,2001-07-28 12:37:19,6046
57319,6,1991-06-21 00:34:18,6023
48343,5,1994-01-24 13:28:02,7102
92434,1,2004-07-04 04:34:04,6013
75555,2,2003-07-11 05:41:16,6031
43695,4,2015-02-26 06:04:00,6019
9523,8,1994-05-22 16:24:22,6019
74151,3,1999-01-16 00:34:35,6053
17634,8,2013-03-01 17:07:46,6015
80520,3,2001-03-21 11:41:16,6056
11356,8,2007-09-13 18:12:54,6058
70251,5,2014-05-14 04:46:39,6013
10956,5,2012-02-07 15:32:22,6031
31950,6,1994-07-20 07:08:28,7100
39599,6,2014-02-02 21:35:50,6028
12752,7,2014-10-26 05:51:57,6028
