id,reason,timestamp,postal_code
27835,6,2001-06-24 21:34:14,4006
34930,2,2009-10-03 09:02:28,3096
26829,2,2012-08-17 12:17:34,4180
63814,3,2012-03-29 01:34:43,3030
55560,7,2006-12-24 21:28:53,3106
42766,4,2014-04-11 17:47:52,4184
20196,2,1999-02-28 01:06:34,4041
67356,1,2002-07-09 19:26:56,3119
97364,5,2000-05-28 01:53:21,3083
63106,1,2002-08-12 01:28:03,4045
26456,5,2002-06-06 06:23:25,4154
86311,1,1994-04-02 08:22:34,3120
12748,7,2014-05-19 22:55:09,4186
49175,5,2005-03-13 10:03:32,4188
92873,2,2018-10-15 13:04:41,4106
41794,8,2014-07-26 04:30:18,3086
78724,5,2014-01-29 09:17:16,3077
87183,2,2008-10-11 06:44:48,4040
90730,8,2019-08-21 01:32:08,4049
74722,1,2019-06-21 18:06:59,3083
89952,2,2012-07-25 05:33:51,4002
58068,1,2017-07-02 09:20:10,3105
21150,4,2008-05-16 04:33:06,3012
85942,8,2013-05-19 01:07:29,3112
85430,2,2013-04-02 04:53:40,3106
51745,5,2007-08-16 08:06:46,3021
22961,2,2013-10-10 02:53:44,4004
99111,7,2009-09-30 17:22:03,4192
76978,6,2014-07-09 14:06:38,3066
62001,5,2014-05-09 16:36:18,4049
23869,2,2000-11-02 04:44:40,4107
53577,3,1996-01-20 23:56:02,4193
83694,8,1992-07-13 01:50:41,4170
91629,5,2019-10-31 16:55:59,3118
1449,8,1996-06-15 15:47:25,3055
56307,7,1994-03-22 00:08:04,4153
75775,5,2019-06-27 03:23:00,4040
57937,4,1996-02-13 21:47:39,3081
18590,2,2006-04-05 14:29:10,3030
90929,4,2011-03-24 07:09:05,3083
88233,2,1994-03-25 23:18:25,4188
97032,1,2003-08-06 11:41:39,4104
78454,3,2002-08-28 01:20:23,4190
82903,8,2013-03-19 10:25:12,4103
13273,3,1991-12-05 01:48:24,3020
52772,4,2011-11-27 17:37:32,3106
21295,3,2010-02-17 21:46:06,3022
21951,5,2020-02-27 17:05:32,3081
38527,6,1992-08-21 20:40:13,3031
93678,7,1995-04-09 07:46:58,3113
83603,8,2012-04-09 23:00:13,4181
54486,1,2014-07-07 11:31:16,3087
53373,5,1990-04-21 08:47:35,4104
73500,3,2000-01-07 04:21:05,4190
78275,4,1991-01-21 14:59:56,3017
69550,3,1997-12-29 00:25:24,3085
81235,2,2016-07-25 15:44:52,3032
44914,1,2015-10-23 09:43:36,4156
15060,4,1998-07-02 12:42:32,3012
38428,1,2013-06-04 13:54:17,4048
81711,6,1996-04-05 09:23:20,3056
39566,4,2003-05-12 18:40:37,3083
57125,7,2005-07-26 04:52:35,3107
1400,1,1990-08-16 16:56:48,4180
52382,4,1991-12-28 08:30:19,4042
93338,1,1994-07-27 21:12:06,4192
31040,8,2012-01-14 07:57:19,3048
66546,6,2003-08-30 07:37:18,4185
34644,8,1998-11-25 23:31:26,3082
20954,2,1992-02-22 15:45:53,3030
96596,8,1994-09-19 13:12:35,3150
65773,6,2014-03-17 07:23:58,3052
90014,6,2014-04-26 19:04:11,4156
85250,3,2014-05-03 20:41:21,4044
64712,1,2019-09-28 11:58:02,4131
83815,4,2014-03-17 21:43:58,3046
72030,5,1995-05-14 09:36:21,3085
18627,3,1997-03-31 13:24:04,3091
42757,3,2014-12-12 11:41:00,3052
29519,4,1996-12-26 08:55:11,3120
25350,8,1990-06-23 20:56:42,4151
58506,4,2014-03-03 06:33:45,4049
46687,1,2002-02-16 05:04:18,3077
62083,2,1990-10-30 01:01:32,3085
98953,8,2012-08-12 18:27:27,3106
3794,1,1991-01-14 08:06:16,3116
72768,4,2000-07-11 04:32:20,4005
66936,7,2001-06-28 17:22:29,3113
41705,8,2019-10-10 00:07:32,4181
34050,1,2016-07-08 23:36:27,4157
43453,8,1999-10-21 06:43:22,4182
28264,5,2009-04-21 22:02:30,3083
26392,7,2015-02-09 22:31:55,4153
98544,7,1997-03-25 11:43:23,3076
11386,2,1990-09-19 01:46:41,4006
18914,4,1999-08-22 21:14:00,4102
72841,8,2010-12-23 19:00:55,3082
65310,6,1994-07-18 16:45:49,4181
63587,1,2004-02-05 09:40:39,4183
49581,5,2019-08-27 09:04:49,3020
45862,8,2011-05-30 21:56:45,3030
18343,8,2001-09-02 17:45:27,4001
31770,8,2009-06-03 11:08:39,3050
59656,4,2011-11-02 05:59:37,3036
79038,1,1994-07-21 12:44:23,3080
89897,1,2014-07-31 05:48:38,3035
54780,7,1998-05-04 07:06:54,4182
73834,5,1995-01-19 03:51:57,4047
8833,8,2001-10-02 08:40:54,3150
29869,5,2019-01-22 18:42:21,3076
44116,7,2004-06-02 11:51:49,3117
69596,5,1990-07-07 00:21:49,3020
64590,5,2018-02-05 06:48:57,3117
95632,1,2014-06-29 19:57:02,4046
23170,8,2011-02-04 12:57:05,3085
46894,8,1994-01-21 09:14:35,3046
11064,4,2018-06-13 02:52:49,3096
18588,3,2006-02-23 05:24:47,4041
56129,6,1994-01-09 08:31:03,3020
32953,2,2018-01-31 04:39:28,4189
75368,8,2015-04-20 05:34:54,3048
24918,6,2016-05-04 05:32:57,4130
7367,3,2016-10-10 07:47:26,3115
6707,6,2012-10-25 22:07:00,3015
33204,2,2004-08-06 16:05:18,4186
90652,3,2001-07-28 08:23:34,3101
5324,1,2000-07-15 04:10:09,4158
49245,6,2014-05-14 07:03:35,3055
57550,5,2014-06-28 12:29:07,4187
86163,8,2001-05-25 09:38:18,3075
29647,1,2015-07-22 08:58:58,3120
53115,3,2003-06-27 09:55:23,3041
97766,5,2019-01-04 10:06:20,4049
19444,8,2000-04-02 02:26:45,4131
13292,5,1995-05-05 06:19:04,4102
59263,1,1997-07-13 23:58:17,3025
40147,3,2003-06-11 21:21:12,4180
50561,7,2007-09-26 20:57:28,3026
70580,3,2002-05-23 14:09:36,3020
7590,1,2003-08-14 04:24:22,3111
55363,3,1998-01-22 08:54:13,3012
84536,5,1990-06-27 00:43:23,3047
6181,2,2016-11-09 11:22:16,3050
72064,3,1995-01-08 12:37:53,3071
29982,7,1996-06-05 14:23:48,3091
96504,3,2000-08-15 02:36:58,3150
19003,5,1991-11-17 04:42:54,4150
24786,4,1993-01-14 09:18:32,4006
39323,8,2008-05-22 03:22:07,4106
48561,8,1991-07-20 03:40:39,3082
44010,3,2002-11-20 15:15:48,4157
71367,4,2000-05-28 05:26:20,3017
86915,4,1991-08-25 04:11:44,3045
81369,6,2015-07-10 02:44:48,3055
63834,7,2018-07-06 16:18:50,4170
2492,2,2014-07-20 10:39:32,4001
53043,6,1992-02-19 22:55:25,3111
98767,5,1992-01-02 15:18:32,3021
8384,2,2017-03-20 05:54:47,4005
2483,7,2014-11-05 01:41:21,3095
30185,5,1998-12-18 12:59:59,4042
56821,5,1998-07-07 22:04:32,4187
16756,8,1999-08-22 19:49:45,4154
12500,5,2001-01-27 02:51:40,3106
79868,8,2019-08-20 01:13:57,4101
22543,3,2002-10-13 22:49:09,3052
69538,3,2019-06-12 18:03:46,4002
79801,5,1990-05-02 00:27:48,4130
42615,8,2013-05-01 00:05:12,4046
72267,2,2007-12-11 12:31:57,3017
81964,1,2001-07-13 02:58:50,4170
79269,8,2004-01-05 20:20:45,4192
35160,3,2006-10-23 14:07:36,4151
20295,8,1998-02-03 10:41:53,4004
43669,6,1997-09-23 05:33:28,3060
71143,5,1993-03-23 07:13:46,3113
32553,3,2009-03-26 21:05:47,4046
69767,6,2009-09-28 09:17:45,4189
2383,4,2010-10-07 11:25:12,3041
47545,2,1994-08-30 15:39:41,3096
68995,2,1998-09-15 21:30:01,4002
86688,2,1996-07-13 20:35:33,4131
53036,5,1993-08-01 13:41:58,4100
22974,5,2017-02-25 19:03:39,4151
56430,3,2004-11-13 15:22:49,3052
76605,4,2001-01-29 02:23:09,4045
89643,1,2008-10-14 23:43:28,3050
9557,4,2017-07-16 18:23:24,4154
50165,1,1996-04-07 23:11:15,4158
38860,2,2017-03-16 19:23:57,4193
93203,7,2012-05-18 16:05:32,3050
49540,1,1996-08-04 19:03:50,3067
87893,6,1993-05-23 22:01:32,3091
69571,4,2016-03-27 21:33:31,4184
56666,6,1997-04-01 15:49:54,4001
76710,7,2013-07-14 02:42:05,3066
54219,5,2003-05-22 18:11:47,3055
16406,8,2011-10-21 18:41:11,3031
99652,7,2019-04-01 21:51:58,4191
94951,5,2013-10-23 17:06:57,3036
51800,1,2014-01-07 06:21:41,4186
36573,6,2013-05-20 08:51:31,3112
29754,3,1993-11-08 19:46:16,3051
3776,2,2002-07-10 21:02:54,4193
58923,5,2006-03-14 21:21:43,4048
4723,5,2007-06-28 00:57:47,4156
58808,4,1995-05-06 06:40:16,4047
60023,7,2014-12-23 08:34:57,3045
68262,3,2011-07-31 09:06:18,4153
34422,8,1994-05-23 02:57:46,4188
6766,2,2017-07-14 01:43:40,3118
32883,3,1996-05-18 07:41:23,3036
80335,5,2009-07-27 23:16:11,3119
34983,3,1994-05-27 16:52:02,4151
15434,1,1998-09-20 21:54:55,4184
28320,6,1997-06-20 14:10:53,3045
42285,7,2002-09-01 20:58:05,4043
8438,5,2017-03-20 13:06:53,3052
71956,2,2010-04-11 22:13:35,3048
80310,3,1993-05-23 20:35:42,3090
81861,2,2015-01-14 00:44:35,4153
19017,8,1991-09-25 21:56:36,3080
80889,2,2000-04-13 02:17:27,4101
34808,2,2001-10-16 00:26:11,3016
5756,6,2019-12-03 11:58:17,3032
79883,4,2018-06-21 10:34:48,3113
44615,5,1992-03-15 03:14:18,3030
16077,1,2012-04-18 23:07:35,3026
