id,reason,timestamp,postal_code
70482,1,2008-09-03 00:21:52,8310
42705,3,2009-01-26 07:25:00,8201
92485,5,2019-04-11 08:22:38,8036
21342,4,2019-02-17 06:22:22,8041
75183,8,2018-04-05 20:55:15,8041
48079,3,1996-08-12 16:45:38,8220
11801,6,1995-06-16 06:37:37,8041
42255,2,1995-01-11 11:43:10,8042
76362,6,2014-05-23 18:46:54,8027
2670,8,1998-10-21 00:47:54,8025
8598,6,2000-10-30 17:17:23,8201
60922,7,2011-07-10 09:05:31,8041
53666,3,2008-03-07 02:56:42,8010
89320,1,2012-01-28 10:01:39,8048
22836,3,2000-03-18 03:13:03,8015
60340,3,2013-05-19 21:31:37,8220
65483,1,1992-08-30 05:26:05,8046
36232,2,1996-02-16 17:42:19,8028
90542,2,1990-09-02 00:08:11,8045
56132,1,2014-08-04 21:29:17,8200
93902,4,2013-11-07 09:29:03,8047
54133,4,2012-02-12 23:34:20,8028
2646,8,1998-01-24 23:14:07,8027
24704,8,2012-08-17 15:39:24,8035
59869,3,2006-12-06 19:19:31,8048
67899,5,1995-09-10 07:39:35,8048
52410,3,2008-11-19 03:15:10,8026
19943,1,2019-10-20 18:01:54,8016
61528,8,1992-09-26 11:42:46,8221
1084,4,2013-12-31 01:37:42,8036
9801,4,2000-09-30 16:18:49,8049
21941,4,2018-10-11 22:56:25,8047
73332,7,1993-01-10 01:46:38,8220
53876,3,2013-01-20 07:53:43,8011
95045,2,2007-08-30 00:57:22,8046
5187,2,1997-12-02 15:01:24,8221
41979,6,2019-03-21 05:20:50,8049
93866,2,2001-07-05 17:51:20,8201
43047,8,2006-06-09 02:43:35,8048
26651,1,2010-09-10 02:22:34,8047
61189,2,2003-06-11 14:09:08,8010
11347,2,2015-07-03 16:46:26,8010
69146,4,2002-02-25 16:11:13,8028
77553,5,2013-08-02 03:32:35,8200
90467,3,1995-05-04 11:39:18,8035
11467,8,1999-07-25 19:25:38,8026
72312,6,1999-08-08 15:48:32,8025
10168,8,2017-03-18 19:41:09,8042
3797,8,2013-11-29 04:59:42,8220
40967,1,1995-06-24 23:57:54,8035
70010,4,1996-04-05 01:36:39,8201
79694,7,2018-03-30 10:27:25,8220
42739,2,2001-10-16 14:49:14,8035
21294,4,2008-12-03 23:32:00,8200
19247,3,2017-10-20 18:07:10,8021
76129,7,2008-04-07 06:55:16,8011
16582,2,2001-04-24 15:36:54,8011
57654,2,2002-02-24 02:44:54,8201
59332,4,1997-05-26 16:12:38,8041
2086,6,1994-12-24 18:49:39,8026
41639,4,2016-04-08 07:36:18,8310
94606,7,2008-11-13 10:24:14,8015
88848,6,2008-01-23 01:58:17,8221
84523,7,2013-04-01 21:26:32,8021
68623,3,1995-07-10 14:06:52,8220
19620,1,2015-12-26 21:31:04,8010
52293,4,2014-04-13 19:42:38,8049
49845,2,1995-05-18 17:00:37,8011
48708,7,1992-05-23 01:35:41,8035
80306,3,2008-06-10 09:14:26,8201
88486,1,2015-08-04 20:35:39,8310
35358,3,1991-12-09 03:56:59,8010
40880,2,1999-01-10 09:26:01,8045
73220,3,2017-01-07 11:02:35,8016
36243,4,1998-05-23 11:00:21,8028
43522,2,2016-12-20 12:28:24,8201
39076,2,1996-06-10 02:04:43,8220
26382,5,2006-12-26 13:40:43,8046
64859,5,2011-11-06 20:22:12,8036
5878,6,2017-04-14 01:25:45,8042
72765,3,2003-01-02 01:13:45,8200
65901,3,1997-10-21 20:16:33,8020
10317,7,1991-04-07 22:43:02,8049
24365,8,2015-11-10 10:41:25,8045
36200,3,1997-07-10 10:24:32,8027
63124,7,1996-12-29 19:06:24,8015
94522,8,1996-04-25 22:52:24,8047
77552,5,2006-07-04 19:08:17,8036
39970,5,2011-01-24 05:50:12,8047
38830,4,2009-09-27 20:00:28,8025
39389,4,2011-10-10 17:51:02,8220
14699,1,2008-09-07 05:36:23,8016
38668,1,2009-05-30 13:06:18,8025
50473,4,2007-05-09 08:38:05,8035
33336,8,2003-12-16 05:37:19,8025
4805,8,1997-03-04 21:15:26,8021
20051,4,1990-08-12 04:54:33,8010
8541,2,1991-04-06 00:32:56,8011
34842,2,1991-10-10 19:13:28,8027
4830,8,2009-04-16 04:18:45,8016
11967,1,1995-04-06 11:36:25,8025
56715,5,1996-09-13 21:38:56,8201
55435,6,1990-06-28 15:37:06,8025
17690,8,1992-12-21 07:52:13,8015
73429,4,2003-07-24 15:29:30,8045
62030,4,2012-01-14 08:14:26,8310
55669,6,2004-06-16 03:42:54,8047
68024,7,2008-12-06 07:34:35,8036
15791,7,2016-09-08 16:14:11,8049
2374,2,1992-10-06 10:06:11,8220
37526,7,2001-06-09 05:05:53,8042
37803,5,2019-09-28 08:10:29,8049
65551,2,2012-10-04 08:06:06,8221
80643,6,2001-06-26 10:20:58,8010
83255,1,2011-03-27 04:03:07,8042
6421,2,1992-09-26 05:05:08,8035
10251,2,2009-06-06 22:51:35,8021
20033,7,2000-09-05 18:50:40,8047
22946,5,2013-08-28 21:05:54,8010
97855,1,2007-08-03 13:03:51,8310
24050,5,1994-06-03 06:48:56,8048
1249,4,2009-04-13 23:02:54,8021
44481,8,2006-04-16 06:37:49,8020
87095,3,2017-12-05 08:51:29,8046
